Northing,Easting,Date,Time,Depth,Sec- no,,Distance,WL,RL
2646956.71,715448.24,22-11-2024,0.675760995,13.82,23,-9999,-9999,6.96,-6.86
2646954.24,715447.18,22-11-2024,0.675770486,13.92,23,-9999,-9999,6.96,-6.96
2646951.78,715446.14,22-11-2024,0.675782407,14.02,23,-9999,-9999,6.96,-7.06
2646949.34,715445.13,22-11-2024,0.675793981,14.11,23,-9999,-9999,6.96,-7.15
2646946.89,715444.1,22-11-2024,0.675805208,14.21,23,-9999,-9999,6.96,-7.25
2646944.45,715443.1,22-11-2024,0.67581875,14.31,23,-9999,-9999,6.96,-7.35
2646941.99,715442.18,22-11-2024,0.675828472,14.39,23,-9999,-9999,6.96,-7.43
2646939.55,715441.3,22-11-2024,0.675840278,14.46,23,-9999,-9999,6.96,-7.5
2646937.15,715440.45,22-11-2024,0.675851736,14.5,23,-9999,-9999,6.96,-7.54
2646934.77,715439.61,22-11-2024,0.67586331,14.53,23,-9999,-9999,6.96,-7.57
2646932.41,715438.76,22-11-2024,0.675876852,14.54,23,-9999,-9999,6.96,-7.58
2646930.09,715437.9,22-11-2024,0.675886574,14.47,23,-9999,-9999,6.96,-7.51
2646927.77,715437.05,22-11-2024,0.675898264,14.39,23,-9999,-9999,6.96,-7.43
2646925.46,715436.2,22-11-2024,0.675909838,14.3,23,-9999,-9999,6.96,-7.34
2646923.18,715435.41,22-11-2024,0.675921181,14.2,23,-9999,-9999,6.96,-7.24
2646920.91,715434.69,22-11-2024,0.675934722,14.11,23,-9999,-9999,6.96,-7.15
2646918.67,715433.99,22-11-2024,0.675944676,14,23,-9999,-9999,6.96,-7.04
2646916.46,715433.29,22-11-2024,0.675956366,13.91,23,-9999,-9999,6.96,-6.95
2646914.3,715432.58,22-11-2024,0.675968056,13.81,23,-9999,-9999,6.96,-6.85
2646912.22,715431.85,22-11-2024,0.675979745,13.72,23,-9999,-9999,6.96,-6.76
2646910.23,715431.08,22-11-2024,0.675992245,13.63,23,-9999,-9999,6.96,-6.67
2646908.34,715430.24,22-11-2024,0.676001968,13.55,23,-9999,-9999,6.96,-6.59
2646906.48,715429.28,22-11-2024,0.676014005,13.5,23,-9999,-9999,6.96,-6.54
2646904.6,715428.22,22-11-2024,0.676025579,13.45,23,-9999,-9999,6.96,-6.49
2646902.77,715427.09,22-11-2024,0.676037269,13.39,23,-9999,-9999,6.96,-6.43
2646900.9,715425.99,22-11-2024,0.676050463,13.35,23,-9999,-9999,6.96,-6.39
2646899.04,715424.8,22-11-2024,0.676060069,13.31,23,-9999,-9999,6.96,-6.35
2646897.17,715423.58,22-11-2024,0.676071528,13.29,23,-9999,-9999,6.96,-6.33
2646895.25,715422.43,22-11-2024,0.676083102,13.27,23,-9999,-9999,6.96,-6.31
2646893.28,715421.32,22-11-2024,0.676094792,13.28,23,-9999,-9999,6.96,-6.32
2646891.22,715420.24,22-11-2024,0.676108565,13.29,23,-9999,-9999,6.96,-6.33
2646889.1,715419.22,22-11-2024,0.676118056,13.31,23,-9999,-9999,6.96,-6.35
2646886.99,715418.43,22-11-2024,0.676129861,13.33,23,-9999,-9999,6.96,-6.37
2646884.94,715417.92,22-11-2024,0.676141088,13.35,23,-9999,-9999,6.96,-6.39
2646882.96,715417.6,22-11-2024,0.676152431,13.37,23,-9999,-9999,6.96,-6.41
2646881.03,715417.42,22-11-2024,0.676166088,13.39,23,-9999,-9999,6.96,-6.43
2646879.15,715417.35,22-11-2024,0.676175926,13.4,23,-9999,-9999,6.96,-6.44
2646877.38,715417.37,22-11-2024,0.676187384,13.41,23,-9999,-9999,6.96,-6.45
2646875.77,715417.37,22-11-2024,0.676199074,13.4,23,-9999,-9999,6.96,-6.44
2646874.36,715417.32,22-11-2024,0.676210648,13.37,23,-9999,-9999,6.96,-6.41
2646873.1,715417.23,22-11-2024,0.676223495,13.33,23,-9999,-9999,6.96,-6.37
2646871.95,715417.14,22-11-2024,0.676233912,13.28,23,-9999,-9999,6.96,-6.32
2646870.85,715416.98,22-11-2024,0.67624537,13.22,23,-9999,-9999,6.96,-6.26
2646869.79,715416.76,22-11-2024,0.67625706,13.16,23,-9999,-9999,6.96,-6.2
2646868.73,715416.57,22-11-2024,0.67626875,13.1,23,-9999,-9999,6.96,-6.14
2646867.72,715416.33,22-11-2024,0.676281597,12.99,23,-9999,-9999,6.96,-6.03
2646866.71,715416.06,22-11-2024,0.67629213,12.83,23,-9999,-9999,6.96,-5.87
2646865.73,715415.79,22-11-2024,0.676303588,12.73,23,-9999,-9999,6.96,-5.77
2646864.76,715415.52,22-11-2024,0.676315162,12.51,23,-9999,-9999,6.96,-5.55
2646863.82,715415.18,22-11-2024,0.676326505,12.23,23,-9999,-9999,6.96,-5.27
2646862.91,715414.83,22-11-2024,0.676339815,11.91,23,-9999,-9999,6.96,-4.95
2646862.01,715414.45,22-11-2024,0.676349769,11.51,23,-9999,-9999,6.96,-4.55
2646861.12,715414.03,22-11-2024,0.676361458,11.08,23,-9999,-9999,6.96,-4.12
2646860.25,715413.6,22-11-2024,0.676373264,10.59,23,-9999,-9999,6.96,-3.63
2646859.38,715413.18,22-11-2024,0.676385069,10.04,23,-9999,-9999,6.96,-3.08
2646858.52,715412.74,22-11-2024,0.676397801,9.44,23,-9999,-9999,6.96,-2.48
2646857.69,715412.3,22-11-2024,0.676407639,8.87,23,-9999,-9999,6.96,-1.91
2646856.88,715411.91,22-11-2024,0.676419329,8.3,23,-9999,-9999,6.96,-1.34
2646856.07,715411.52,22-11-2024,0.676430324,7.64,23,-9999,-9999,6.96,-0.68
2646855.27,715411.08,22-11-2024,0.676442014,7.04,23,-9999,-9999,6.96,-0.08
2646854.51,715410.6,22-11-2024,0.676455556,6.4,23,-9999,-9999,6.96,0.56
2646853.76,715410.17,22-11-2024,0.676465162,5.76,23,-9999,-9999,6.96,1.2
2646853.07,715409.73,22-11-2024,0.676476968,5.18,23,-9999,-9999,6.96,1.78
2646852.4,715409.23,22-11-2024,0.676488657,4.61,23,-9999,-9999,6.96,2.35
2646851.73,715408.67,22-11-2024,0.676499884,4.06,23,-9999,-9999,6.96,2.9
2646851.07,715408.16,22-11-2024,0.676513194,3.59,23,-9999,-9999,6.96,3.37
2646850.43,715407.7,22-11-2024,0.676523264,3.15,23,-9999,-9999,6.96,3.81
2646849.8,715407.25,22-11-2024,0.676534722,2.77,23,-9999,-9999,6.96,4.19
2646849.19,715406.74,22-11-2024,0.676546065,2.42,23,-9999,-9999,6.96,4.54
2646848.59,715406.22,22-11-2024,0.67655787,2.1,23,-9999,-9999,6.96,4.86
2646847.99,715405.73,22-11-2024,0.676571296,1.84,23,-9999,-9999,6.96,5.12
2646847.39,715405.2,22-11-2024,0.676580787,1.7,23,-9999,-9999,6.96,5.26
2646846.78,715404.7,22-11-2024,0.676592245,1.61,23,-9999,-9999,6.96,5.35
2646846.17,715404.19,22-11-2024,0.676604398,1.55,23,-9999,-9999,6.96,5.41
2646845.56,715403.69,22-11-2024,0.676615856,1.5,23,-9999,-9999,6.96,5.46
2646845,715403.16,22-11-2024,0.676629167,1.51,23,-9999,-9999,6.96,5.45
2646844.43,715402.66,22-11-2024,0.676638773,1.53,23,-9999,-9999,6.96,5.43
2646843.89,715402.24,22-11-2024,0.676650231,1.54,23,-9999,-9999,6.96,5.42
2646843.38,715401.86,22-11-2024,0.676661806,1.53,23,-9999,-9999,6.96,5.43
2646842.89,715401.51,22-11-2024,0.676673843,1.54,23,-9999,-9999,6.96,5.42
2646842.42,715401.2,22-11-2024,0.676686806,1.55,23,-9999,-9999,6.96,5.41
2646842.01,715400.96,22-11-2024,0.676696759,1.57,23,-9999,-9999,6.96,5.39
2646845.29,715396.69,22-11-2024,0.676939468,1.49,24,-9999,-9999,6.96,5.47
2646845.98,715396.82,22-11-2024,0.676951389,1.52,24,-9999,-9999,6.96,5.44
2646846.68,715396.96,22-11-2024,0.676962963,1.5,24,-9999,-9999,6.96,5.46
2646847.41,715397.12,22-11-2024,0.676976157,1.6,24,-9999,-9999,6.96,5.36
2646848.19,715397.23,22-11-2024,0.676986111,1.77,24,-9999,-9999,6.96,5.19
2646848.98,715397.34,22-11-2024,0.676997338,2,24,-9999,-9999,6.96,4.96
2646849.83,715397.42,22-11-2024,0.677009144,2.27,24,-9999,-9999,6.96,4.69
2646850.7,715397.49,22-11-2024,0.677020949,2.61,24,-9999,-9999,6.96,4.35
2646851.6,715397.48,22-11-2024,0.677033681,3.03,24,-9999,-9999,6.96,3.93
2646852.51,715397.49,22-11-2024,0.677044097,3.52,24,-9999,-9999,6.96,3.44
2646853.41,715397.51,22-11-2024,0.677055324,4.14,24,-9999,-9999,6.96,2.82
2646854.3,715397.46,22-11-2024,0.677066782,4.86,24,-9999,-9999,6.96,2.1
2646855.22,715397.42,22-11-2024,0.677078356,5.63,24,-9999,-9999,6.96,1.33
2646856.23,715397.46,22-11-2024,0.677091435,6.56,24,-9999,-9999,6.96,0.4
2646857.29,715397.54,22-11-2024,0.677101852,7.52,24,-9999,-9999,6.96,-0.56
2646858.4,715397.62,22-11-2024,0.677113426,8.47,24,-9999,-9999,6.96,-1.51
2646859.6,715397.76,22-11-2024,0.677125116,9.43,24,-9999,-9999,6.96,-2.47
2646860.87,715398.02,22-11-2024,0.677136806,10.37,24,-9999,-9999,6.96,-3.41
2646862.22,715398.35,22-11-2024,0.677149884,11.3,24,-9999,-9999,6.96,-4.34
2646863.65,715398.7,22-11-2024,0.677159954,12.15,24,-9999,-9999,6.96,-5.19
2646865.14,715399.09,22-11-2024,0.677171644,12.93,24,-9999,-9999,6.96,-5.97
2646866.71,715399.53,22-11-2024,0.677183565,13.53,24,-9999,-9999,6.96,-6.57
2646868.38,715399.98,22-11-2024,0.677194676,14.03,24,-9999,-9999,6.96,-7.07
2646870.12,715400.45,22-11-2024,0.677207176,14.43,24,-9999,-9999,6.96,-7.47
2646871.9,715401.03,22-11-2024,0.67721794,14.69,24,-9999,-9999,6.96,-7.73
2646873.73,715401.68,22-11-2024,0.677229398,14.79,24,-9999,-9999,6.96,-7.83
2646875.64,715402.39,22-11-2024,0.677240972,14.82,24,-9999,-9999,6.96,-7.86
2646877.55,715403.23,22-11-2024,0.677252662,14.7,24,-9999,-9999,6.96,-7.74
2646879.5,715404.12,22-11-2024,0.677265972,14.5,24,-9999,-9999,6.96,-7.54
2646881.59,715405.03,22-11-2024,0.677275347,14.27,24,-9999,-9999,6.96,-7.31
2646883.76,715406.04,22-11-2024,0.677287037,14.02,24,-9999,-9999,6.96,-7.06
2646885.95,715407.12,22-11-2024,0.677298727,13.76,24,-9999,-9999,6.96,-6.8
2646888.16,715408.22,22-11-2024,0.677309954,13.53,24,-9999,-9999,6.96,-6.57
2646890.38,715409.39,22-11-2024,0.677323727,13.31,24,-9999,-9999,6.96,-6.35
2646892.65,715410.62,22-11-2024,0.677333218,13.11,24,-9999,-9999,6.96,-6.15
2646894.97,715411.85,22-11-2024,0.677344907,12.92,24,-9999,-9999,6.96,-5.96
2646897.36,715413.05,22-11-2024,0.67735625,12.74,24,-9999,-9999,6.96,-5.78
2646899.8,715414.21,22-11-2024,0.677367824,12.58,24,-9999,-9999,6.96,-5.62
2646902.28,715415.37,22-11-2024,0.677381713,12.43,24,-9999,-9999,6.96,-5.47
2646904.9,715416.52,22-11-2024,0.677390972,12.34,24,-9999,-9999,6.96,-5.38
2646907.65,715417.61,22-11-2024,0.677402778,12.29,24,-9999,-9999,6.96,-5.33
2646910.51,715418.59,22-11-2024,0.677414583,12.28,24,-9999,-9999,6.96,-5.32
2646913.43,715419.46,22-11-2024,0.677425926,12.33,24,-9999,-9999,6.96,-5.37
2646916.37,715420.12,22-11-2024,0.677439352,12.42,24,-9999,-9999,6.96,-5.46
2646919.25,715420.62,22-11-2024,0.677448843,12.54,24,-9999,-9999,6.96,-5.58
2646922.04,715421.01,22-11-2024,0.677460764,12.66,24,-9999,-9999,6.96,-5.7
2646924.72,715421.35,22-11-2024,0.677472454,12.77,24,-9999,-9999,6.96,-5.81
2646927.19,715421.62,22-11-2024,0.677483912,12.87,24,-9999,-9999,6.96,-5.91
2646929.48,715421.93,22-11-2024,0.677496759,12.96,24,-9999,-9999,6.96,-6
2646931.66,715422.34,22-11-2024,0.677507176,13.06,24,-9999,-9999,6.96,-6.1
2646933.74,715422.8,22-11-2024,0.677518403,13.14,24,-9999,-9999,6.96,-6.18
2646935.79,715423.33,22-11-2024,0.677530324,13.16,24,-9999,-9999,6.96,-6.2
2646937.86,715424.06,22-11-2024,0.677541667,13.13,24,-9999,-9999,6.96,-6.17
2646939.98,715424.92,22-11-2024,0.677554398,13.04,24,-9999,-9999,6.96,-6.08
2646942.14,715425.9,22-11-2024,0.677565046,12.92,24,-9999,-9999,6.96,-5.96
2646944.32,715426.97,22-11-2024,0.677576157,12.78,24,-9999,-9999,6.96,-5.82
2646946.51,715428.15,22-11-2024,0.677588079,12.65,24,-9999,-9999,6.96,-5.69
2646948.7,715429.38,22-11-2024,0.677600116,12.54,24,-9999,-9999,6.96,-5.58
2646950.8,715430.68,22-11-2024,0.677612731,12.47,24,-9999,-9999,6.96,-5.51
2646952.86,715432.03,22-11-2024,0.67762338,12.43,24,-9999,-9999,6.96,-5.47
2646954.9,715433.36,22-11-2024,0.677634954,12.4,24,-9999,-9999,6.96,-5.44
2646956.95,715434.7,22-11-2024,0.677645718,12.37,24,-9999,-9999,6.96,-5.41
2646959,715436.07,22-11-2024,0.677657176,12.36,24,-9999,-9999,6.96,-5.4
2646961.08,715437.4,22-11-2024,0.677670949,12.33,24,-9999,-9999,6.96,-5.37
2646963.14,715438.67,22-11-2024,0.677680208,12.3,24,-9999,-9999,6.96,-5.34
2646965.22,715439.95,22-11-2024,0.67769213,12.24,24,-9999,-9999,6.96,-5.28
2646967.3,715441.25,22-11-2024,0.677703935,12.15,24,-9999,-9999,6.96,-5.19
2646969.39,715442.49,22-11-2024,0.677715162,12.05,24,-9999,-9999,6.96,-5.09
2646971.5,715443.69,22-11-2024,0.677728819,11.92,24,-9999,-9999,6.96,-4.96
2646973.63,715444.89,22-11-2024,0.67773831,11.77,24,-9999,-9999,6.96,-4.81
2646975.75,715446.1,22-11-2024,0.67775,11.6,24,-9999,-9999,6.96,-4.64
2646977.89,715447.25,22-11-2024,0.677761343,11.41,24,-9999,-9999,6.96,-4.45
2646980.04,715448.34,22-11-2024,0.677773032,11.18,24,-9999,-9999,6.96,-4.22
2646982.19,715449.43,22-11-2024,0.677786574,10.95,24,-9999,-9999,6.96,-3.99
2646984.36,715450.45,22-11-2024,0.677795949,10.74,24,-9999,-9999,6.96,-3.78
2646986.55,715451.45,22-11-2024,0.677808102,10.55,24,-9999,-9999,6.96,-3.59
2646988.75,715452.42,22-11-2024,0.677819444,10.37,24,-9999,-9999,6.96,-3.41
2646990.96,715453.4,22-11-2024,0.67783125,10.21,24,-9999,-9999,6.96,-3.25
2646993.19,715454.3,22-11-2024,0.677844444,10.05,24,-9999,-9999,6.96,-3.09
2646995.44,715455.18,22-11-2024,0.677853935,9.91,24,-9999,-9999,6.96,-2.95
2646997.71,715456.04,22-11-2024,0.677865972,9.78,24,-9999,-9999,6.96,-2.82
2646999.99,715456.85,22-11-2024,0.677876968,9.65,24,-9999,-9999,6.96,-2.69
2647002.27,715457.63,22-11-2024,0.677889005,9.54,24,-9999,-9999,6.96,-2.58
2647004.54,715458.46,22-11-2024,0.677902546,9.47,24,-9999,-9999,6.96,-2.51
2647006.82,715459.28,22-11-2024,0.677912153,9.42,24,-9999,-9999,6.96,-2.46
2647009.11,715460.07,22-11-2024,0.677923611,9.38,24,-9999,-9999,6.96,-2.42
2647011.46,715460.81,22-11-2024,0.677935185,9.34,24,-9999,-9999,6.96,-2.38
2647013.85,715461.56,22-11-2024,0.677946644,9.32,24,-9999,-9999,6.96,-2.36
2647016.29,715462.26,22-11-2024,0.677960185,9.31,24,-9999,-9999,6.96,-2.35
2647018.78,715462.89,22-11-2024,0.677970139,9.31,24,-9999,-9999,6.96,-2.35
2647021.26,715463.41,22-11-2024,0.677982292,9.3,24,-9999,-9999,6.96,-2.34
2647023.74,715463.93,22-11-2024,0.677993287,9.28,24,-9999,-9999,6.96,-2.32
2647204.29,715367.1,22-11-2024,0.680898495,1.83,25,-9999,-9999,6.96,5.13
2647204.93,715367,22-11-2024,0.680911111,1.84,25,-9999,-9999,6.96,5.12
2647205.6,715366.8,22-11-2024,0.680921759,1.84,25,-9999,-9999,6.96,5.12
2647206.27,715366.48,22-11-2024,0.680932755,1.83,25,-9999,-9999,6.96,5.13
2647206.91,715366.05,22-11-2024,0.680944213,1.83,25,-9999,-9999,6.96,5.13
2647207.53,715365.61,22-11-2024,0.680955903,1.82,25,-9999,-9999,6.96,5.14
2647208.06,715365.03,22-11-2024,0.680969213,1.82,25,-9999,-9999,6.96,5.14
2647208.55,715364.43,22-11-2024,0.680979051,1.82,25,-9999,-9999,6.96,5.14
2647209,715363.79,22-11-2024,0.680990741,1.82,25,-9999,-9999,6.96,5.14
2647209.4,715363.07,22-11-2024,0.681002546,1.84,25,-9999,-9999,6.96,5.12
2647209.77,715362.26,22-11-2024,0.681014352,1.85,25,-9999,-9999,6.96,5.11
2647210.08,715361.47,22-11-2024,0.681027431,1.86,25,-9999,-9999,6.96,5.1
2647210.32,715360.6,22-11-2024,0.681036806,1.87,25,-9999,-9999,6.96,5.09
2647210.52,715359.64,22-11-2024,0.681048495,1.89,25,-9999,-9999,6.96,5.07
2647210.63,715358.66,22-11-2024,0.681059954,1.91,25,-9999,-9999,6.96,5.05
2647210.68,715357.64,22-11-2024,0.681071991,1.93,25,-9999,-9999,6.96,5.03
2647210.62,715356.52,22-11-2024,0.681085185,1.95,25,-9999,-9999,6.96,5.01
2647210.52,715355.36,22-11-2024,0.681095139,1.98,25,-9999,-9999,6.96,4.98
2647210.31,715354.19,22-11-2024,0.681106366,2,25,-9999,-9999,6.96,4.96
2647210.03,715353.01,22-11-2024,0.681118287,2.03,25,-9999,-9999,6.96,4.93
2647209.64,715351.82,22-11-2024,0.681130093,2.05,25,-9999,-9999,6.96,4.91
2647209.15,715350.69,22-11-2024,0.68114294,2.06,25,-9999,-9999,6.96,4.9
2647208.56,715349.59,22-11-2024,0.681153125,2.08,25,-9999,-9999,6.96,4.88
2647207.95,715348.51,22-11-2024,0.681164468,2.1,25,-9999,-9999,6.96,4.86
2647207.25,715347.51,22-11-2024,0.681176157,2.13,25,-9999,-9999,6.96,4.83
2647206.5,715346.56,22-11-2024,0.681187963,2.18,25,-9999,-9999,6.96,4.78
2647205.73,715345.62,22-11-2024,0.681200694,2.22,25,-9999,-9999,6.96,4.74
2647204.9,715344.71,22-11-2024,0.681210532,2.27,25,-9999,-9999,6.96,4.69
2647204.05,715343.85,22-11-2024,0.681222106,2.31,25,-9999,-9999,6.96,4.65
2647203.17,715343.01,22-11-2024,0.681234028,2.34,25,-9999,-9999,6.96,4.62
2647202.25,715342.15,22-11-2024,0.681245602,2.37,25,-9999,-9999,6.96,4.59
2647201.32,715341.32,22-11-2024,0.681258333,2.4,25,-9999,-9999,6.96,4.56
2647200.38,715340.54,22-11-2024,0.681269097,2.42,25,-9999,-9999,6.96,4.54
2647199.44,715339.72,22-11-2024,0.681280787,2.43,25,-9999,-9999,6.96,4.53
2647198.45,715338.93,22-11-2024,0.681292593,2.42,25,-9999,-9999,6.96,4.54
2647197.48,715338.17,22-11-2024,0.681304051,2.4,25,-9999,-9999,6.96,4.56
2647196.48,715337.42,22-11-2024,0.681316898,2.37,25,-9999,-9999,6.96,4.59
2647195.51,715336.69,22-11-2024,0.681326968,2.33,25,-9999,-9999,6.96,4.63
2647194.55,715336.04,22-11-2024,0.681338657,2.3,25,-9999,-9999,6.96,4.66
2647193.64,715335.4,22-11-2024,0.681350463,2.26,25,-9999,-9999,6.96,4.7
2647192.74,715334.76,22-11-2024,0.681361343,2.23,25,-9999,-9999,6.96,4.73
2647191.89,715334.13,22-11-2024,0.681374421,2.2,25,-9999,-9999,6.96,4.76
2647191.03,715333.51,22-11-2024,0.681384491,2.18,25,-9999,-9999,6.96,4.78
2647190.23,715332.86,22-11-2024,0.681396296,2.16,25,-9999,-9999,6.96,4.8
2647189.43,715332.22,22-11-2024,0.681407639,2.16,25,-9999,-9999,6.96,4.8
2647188.65,715331.62,22-11-2024,0.681419444,2.15,25,-9999,-9999,6.96,4.81
2647187.91,715331,22-11-2024,0.681432523,2.15,25,-9999,-9999,6.96,4.81
2647187.2,715330.38,22-11-2024,0.681442361,2.15,25,-9999,-9999,6.96,4.81
2647186.54,715329.79,22-11-2024,0.681453588,2.15,25,-9999,-9999,6.96,4.81
2647185.87,715329.24,22-11-2024,0.681465972,2.15,25,-9999,-9999,6.96,4.81
2647185.24,715328.62,22-11-2024,0.681477894,2.14,25,-9999,-9999,6.96,4.82
2647184.63,715328.01,22-11-2024,0.681490394,2.12,25,-9999,-9999,6.96,4.84
2647184.08,715327.41,22-11-2024,0.681500231,2.09,25,-9999,-9999,6.96,4.87
2647183.58,715326.8,22-11-2024,0.681511806,2.06,25,-9999,-9999,6.96,4.9
2647183.08,715326.14,22-11-2024,0.68152338,2.01,25,-9999,-9999,6.96,4.95
2647182.6,715325.5,22-11-2024,0.681535069,1.96,25,-9999,-9999,6.96,5
2647182.14,715324.92,22-11-2024,0.681547917,1.91,25,-9999,-9999,6.96,5.05
2647181.7,715324.29,22-11-2024,0.681557639,1.87,25,-9999,-9999,6.96,5.09
2647181.26,715323.69,22-11-2024,0.68156956,1.82,25,-9999,-9999,6.96,5.14
2647180.86,715323.18,22-11-2024,0.681581019,1.79,25,-9999,-9999,6.96,5.17
2647180.48,715322.66,22-11-2024,0.681592824,1.75,25,-9999,-9999,6.96,5.21
2647180.12,715322.14,22-11-2024,0.681607176,1.72,25,-9999,-9999,6.96,5.24
2647179.81,715321.7,22-11-2024,0.681615972,1.7,25,-9999,-9999,6.96,5.26
2647179.52,715321.29,22-11-2024,0.681627546,1.68,25,-9999,-9999,6.96,5.28
2647179.28,715320.85,22-11-2024,0.68163912,1.67,25,-9999,-9999,6.96,5.29
2647179.02,715320.44,22-11-2024,0.681650694,1.67,25,-9999,-9999,6.96,5.29
2647178.79,715320.14,22-11-2024,0.681663889,1.67,25,-9999,-9999,6.96,5.29
2647178.57,715319.89,22-11-2024,0.68167419,1.68,25,-9999,-9999,6.96,5.28
2647178.36,715319.66,22-11-2024,0.681685648,1.68,25,-9999,-9999,6.96,5.28
2647178.16,715319.47,22-11-2024,0.681697338,1.68,25,-9999,-9999,6.96,5.28
2647207.37,715321.81,22-11-2024,0.682136806,1.6,26,-9999,-9999,6.96,5.36
2647209.14,715321.48,22-11-2024,0.682148611,1.61,26,-9999,-9999,6.96,5.35
2647218.39,715317.84,22-11-2024,0.682229051,1.67,27,-9999,-9999,6.96,5.29
2647219.33,715317.38,22-11-2024,0.682242361,1.75,27,-9999,-9999,6.96,5.21
2647220.24,715317.02,22-11-2024,0.682253241,1.79,27,-9999,-9999,6.96,5.17
2647221.14,715316.76,22-11-2024,0.682264236,1.83,27,-9999,-9999,6.96,5.13
2647222.02,715316.55,22-11-2024,0.682276042,1.87,27,-9999,-9999,6.96,5.09
2647222.85,715316.36,22-11-2024,0.682286806,1.92,27,-9999,-9999,6.96,5.04
2647223.64,715316.21,22-11-2024,0.682301273,1.96,27,-9999,-9999,6.96,5
2647224.4,715316.17,22-11-2024,0.682310532,2.05,27,-9999,-9999,6.96,4.91
2647225.11,715316.21,22-11-2024,0.682321644,2.12,27,-9999,-9999,6.96,4.84
2647225.79,715316.33,22-11-2024,0.682333102,2.19,27,-9999,-9999,6.96,4.77
2647226.4,715316.57,22-11-2024,0.682345139,2.24,27,-9999,-9999,6.96,4.72
2647226.95,715316.85,22-11-2024,0.682358796,2.28,27,-9999,-9999,6.96,4.68
2647227.47,715317.11,22-11-2024,0.682368287,2.32,27,-9999,-9999,6.96,4.64
2647227.96,715317.39,22-11-2024,0.68237963,2.34,27,-9999,-9999,6.96,4.62
2647228.43,715317.74,22-11-2024,0.682391551,2.33,27,-9999,-9999,6.96,4.63
2647228.91,715318.15,22-11-2024,0.682403356,2.32,27,-9999,-9999,6.96,4.64
2647229.38,715318.6,22-11-2024,0.682416551,2.29,27,-9999,-9999,6.96,4.67
2647229.88,715319.13,22-11-2024,0.682426273,2.24,27,-9999,-9999,6.96,4.72
2647230.42,715319.72,22-11-2024,0.682437731,2.19,27,-9999,-9999,6.96,4.77
2647231,715320.36,22-11-2024,0.682449306,2.13,27,-9999,-9999,6.96,4.83
2647231.62,715321.06,22-11-2024,0.682460648,2.05,27,-9999,-9999,6.96,4.91
2647232.28,715321.8,22-11-2024,0.682473611,1.97,27,-9999,-9999,6.96,4.99
2647233.01,715322.61,22-11-2024,0.682484028,1.9,27,-9999,-9999,6.96,5.06
2647233.8,715323.45,22-11-2024,0.682495255,1.86,27,-9999,-9999,6.96,5.1
2647234.63,715324.37,22-11-2024,0.682506829,1.84,27,-9999,-9999,6.96,5.12
2647235.49,715325.26,22-11-2024,0.682518866,1.84,27,-9999,-9999,6.96,5.12
2647236.38,715326.25,22-11-2024,0.682532292,1.85,27,-9999,-9999,6.96,5.11
2647237.28,715327.27,22-11-2024,0.682541782,1.88,27,-9999,-9999,6.96,5.08
2647238.14,715328.24,22-11-2024,0.682553819,1.92,27,-9999,-9999,6.96,5.04
2647238.99,715329.22,22-11-2024,0.682565856,1.97,27,-9999,-9999,6.96,4.99
2647239.87,715330.3,22-11-2024,0.682576968,2.02,27,-9999,-9999,6.96,4.94
2647240.73,715331.38,22-11-2024,0.682590394,2.1,27,-9999,-9999,6.96,4.86
2647241.58,715332.48,22-11-2024,0.682600463,2.2,27,-9999,-9999,6.96,4.76
2647242.39,715333.59,22-11-2024,0.682612153,2.27,27,-9999,-9999,6.96,4.69
2647243.17,715334.65,22-11-2024,0.682623148,2.3,27,-9999,-9999,6.96,4.66
2647243.88,715335.71,22-11-2024,0.682634606,2.31,27,-9999,-9999,6.96,4.65
2647244.57,715336.68,22-11-2024,0.682648148,2.3,27,-9999,-9999,6.96,4.66
2647245.22,715337.72,22-11-2024,0.682657755,2.26,27,-9999,-9999,6.96,4.7
2647245.84,715338.72,22-11-2024,0.682668981,2.2,27,-9999,-9999,6.96,4.76
2647246.44,715339.76,22-11-2024,0.682680903,2.14,27,-9999,-9999,6.96,4.82
2647247.01,715340.71,22-11-2024,0.682692593,2.06,27,-9999,-9999,6.96,4.9
2647247.55,715341.73,22-11-2024,0.68270625,1.99,27,-9999,-9999,6.96,4.97
2647248.07,715342.72,22-11-2024,0.682715509,1.91,27,-9999,-9999,6.96,5.05
2647248.56,715343.65,22-11-2024,0.682727315,1.81,27,-9999,-9999,6.96,5.15
2647249.05,715344.59,22-11-2024,0.682738426,1.73,27,-9999,-9999,6.96,5.23
2647249.53,715345.52,22-11-2024,0.682750347,1.66,27,-9999,-9999,6.96,5.3
2647249.98,715346.44,22-11-2024,0.682763773,1.61,27,-9999,-9999,6.96,5.35
2647250.42,715347.29,22-11-2024,0.68277338,1.58,27,-9999,-9999,6.96,5.38
2647250.85,715348.16,22-11-2024,0.682784606,1.57,27,-9999,-9999,6.96,5.39
2647251.28,715349.01,22-11-2024,0.682796644,1.57,27,-9999,-9999,6.96,5.39
2647251.7,715349.84,22-11-2024,0.682808333,1.59,27,-9999,-9999,6.96,5.37
2647252.11,715350.66,22-11-2024,0.682821296,1.61,27,-9999,-9999,6.96,5.35
2647252.5,715351.42,22-11-2024,0.682830787,1.64,27,-9999,-9999,6.96,5.32
2647252.87,715352.15,22-11-2024,0.682842824,1.67,27,-9999,-9999,6.96,5.29
2647253.22,715352.88,22-11-2024,0.682854514,1.71,27,-9999,-9999,6.96,5.25
