N,E,RL,Section No,pointno
2646828.84,715592.46,9.53,7,P2048
2646830.37,715590.66,9.59,7,P2049
2646831.9,715588.81,9.65,7,P2050
2646833.43,715586.99,9.71,7,P2051
2646834.96,715585.13,9.76,7,P2052
2646836.51,715583.26,9.8,7,P2053
2646838.09,715581.37,9.84,7,P2054
2646839.68,715579.5,9.87,7,P2055
2646841.29,715577.61,9.9,7,P2056
2646842.92,715575.72,9.91,7,P2057
2646844.57,715573.83,9.92,7,P2058
2646846.23,715571.94,9.92,7,P2059
2646847.91,715570.04,9.91,7,P2060
2646849.6,715568.12,9.89,7,P2061
2646851.31,715566.2,9.85,7,P2062
2646853.05,715564.27,9.81,7,P2063
2646854.79,715562.32,9.75,7,P2064
2646856.51,715560.33,9.69,7,P2065
2646858.23,715558.31,9.63,7,P2066
2646859.96,715556.27,9.56,7,P2067
2646861.69,715554.19,9.48,7,P2068
2646863.42,715552.12,9.4,7,P2069
2646865.17,715550.04,9.33,7,P2070
2646866.94,715547.96,9.25,7,P2071
2646868.72,715545.86,9.18,7,P2072
2646870.52,715543.75,9.11,7,P2073
2646872.33,715541.6,9.04,7,P2074
2646874.14,715539.46,8.97,7,P2075
2646875.98,715537.32,8.9,7,P2076
2646877.82,715535.17,8.83,7,P2077
2646879.68,715532.99,8.75,7,P2078
2646881.53,715530.84,8.68,7,P2079
2646883.38,715528.68,8.59,7,P2080
2646885.26,715526.51,8.5,7,P2081
2646887.09,715524.33,8.41,7,P2082
2646888.93,715522.16,8.3,7,P2083
2646890.73,715519.98,8.2,7,P2084
2646892.53,715517.79,8.09,7,P2085
2646894.26,715515.57,7.97,7,P2086
2646895.97,715513.35,7.86,7,P2087
2646897.61,715511.1,7.75,7,P2088
2646899.2,715508.83,7.64,7,P2089
2646900.69,715506.51,7.53,7,P2090
2646902.08,715504.17,7.44,7,P2091
2646903.35,715501.81,7.35,7,P2092
2646904.5,715499.43,7.26,7,P2093
2646905.49,715497.03,7.18,7,P2094
2646906.3,715494.61,7.11,7,P2095
2646906.95,715492.2,7.05,7,P2096
2646907.46,715489.8,6.99,7,P2097
2646907.86,715487.39,6.94,7,P2098
2646908.1,715484.99,6.9,7,P2099
2646908.18,715482.65,6.86,7,P2100
2646908.12,715480.39,6.82,7,P2101
2646907.95,715478.21,6.79,7,P2102
2646907.73,715476.16,6.76,7,P2103
2646907.4,715474.27,6.75,7,P2104
2646906.94,715472.55,6.75,7,P2105
2646906.38,715470.98,6.77,7,P2106
2646905.73,715469.64,6.8,7,P2107
2646905.02,715468.47,6.84,7,P2108
2646904.32,715467.37,6.9,7,P2109
2646903.6,715466.3,6.98,7,P2110
2646902.9,715465.24,7.08,7,P2111
2646902.18,715464.2,7.2,7,P2112
2646901.47,715463.16,7.33,7,P2113
2646900.74,715462.12,7.46,7,P2114
2646900.02,715461.09,7.6,7,P2115
2646899.29,715460.05,7.74,7,P2116
2646898.54,715459.01,7.88,7,P2117
2646897.75,715457.96,8,7,P2118
2646896.98,715456.93,8.12,7,P2119
2646896.19,715455.86,8.23,7,P2120
2646895.35,715454.78,8.32,7,P2121
2646894.45,715453.69,8.39,7,P2122
2646893.52,715452.6,8.46,7,P2123
2646892.58,715451.51,8.51,7,P2124
2646891.6,715450.43,8.55,7,P2125
2646890.58,715449.33,8.59,7,P2126
2646889.44,715448.3,8.63,7,P2127
2646888.2,715447.35,8.67,7,P2128
2646886.89,715446.47,8.72,7,P2129
2646885.55,715445.65,8.78,7,P2130
2646884.22,715444.87,8.85,7,P2131
2646882.88,715444.13,8.94,7,P2132
2646881.55,715443.33,9.05,7,P2133
2646880.26,715442.47,9.17,7,P2134
2646878.98,715441.62,9.31,7,P2135
2646877.74,715440.71,9.47,7,P2136
2646876.48,715439.76,9.64,7,P2137
2646875.27,715438.75,9.82,7,P2138
2646874.08,715437.7,10,7,P2139
2646872.87,715436.58,10.17,7,P2140
2646871.66,715435.44,10.34,7,P2141
2646870.43,715434.29,10.51,7,P2142
2646869.18,715433.17,10.6,7,P2143
2646867.92,715432.1,10.69,7,P2144
2646866.66,715431.07,10.78,7,P2145
2646865.43,715430.09,10.85,7,P2146
2646864.17,715429.13,10.92,7,P2147
